baid,acvalue,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,activity,protacxn,acname,acqualifier,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxids
469880693,,1541784,440179541,145925694,780,31938459.0,Literature-derived,20210302,0,0,Active,Q08345,,,ChEMBL,Inhibition of human full length DDR1 reconstituted in mesangial cells assessed as reduction in collagen IV production at 3 nM incubated for 24 hrs by Western blot analysis,4-Fluoro-3-(((5-(1-methyl-1H-pyrazol-3-yl)pyridin-3-yl)methyl)amino)-N-(3-(trifluoromethoxy)phenyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
469900454,,1545544,440211340,90456533,780,31059256.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Binding affinity to wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system at 1 uM by Kinomescan method relative to control,N-(3-(2-(2-Hydroxyethoxy)-6-morpholinopyridin-4-yl)-4-methylphenyl)-2-(trifluoromethyl)isonicotinamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
469913245,,1547917,440159512,155295006,780,32184973.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of human wild type partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual enzyme activity at 200 nM after 1 hr by Kinomescan method relative to control,Chembl4519003,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
469947617,,1554752,440161920,122703613,780,31013427.0,Literature-derived,20210302,0,0,Active,Q08345,,,ChEMBL,Inhibition of human DDR1 at 10 uM using KKSRGDYMTMQIG as substrate in presence of [gamma-33P]-ATP,Chembl4521353,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
469968566,,1560145,440155362,154573782,780,31935084.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Binding affinity to wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control,Chembl4515441,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
469979060,,1563354,440218644,139030518,780,31250638.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Binding affinity to wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control,c-Kit-IN-3,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470002386,,1567743,440112164,118959080,780,31212132.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual activity at 10 uM by Kinomescan method relative to control,Erk5-IN-2,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470004347,,1568429,440167916,148564044,780,31228810.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of human DDR1 at 100 nM using KKSRGDYMTMQIG as substrate by [gamma-33P]-ATP assay,Chembl4528675,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470028951,,1573238,440225037,52914647,780,29928803.0,Literature-derived,20210302,0,0,Active,Q08345,,,ChEMBL,Binding affinity to DDR1 (unknown origin) at 10 uM,Chembl4587811,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470028952,,1573239,440225037,52914647,780,29928803.0,Literature-derived,20210302,0,0,Active,Q08345,,,ChEMBL,Inhibition of DDR1 (unknown origin) using biotinylated peptide as substrate at 10 uM by TR-FRET assay,Chembl4587811,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470028996,,1573269,440122904,58229434,780,29928803.0,Literature-derived,20210302,0,0,Active,Q08345,,,ChEMBL,Binding affinity to wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual binding level at 5 umol/L by Kinomescan method,Chembl4447225,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470028997,,1573269,440176028,58229394,780,29928803.0,Literature-derived,20210302,0,0,Active,Q08345,,,ChEMBL,Binding affinity to wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual binding level at 5 umol/L by Kinomescan method,Chembl4536115,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470080526,,1584006,440149221,155536330,780,28528303.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Binding affinity to wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control,N-[5-[[5-Chloro-4-(2-propan-2-ylsulfonylanilino)pyrimidin-2-yl]amino]-2-[2-(dimethylamino)ethyl-methylamino]-4-methoxyphenyl]prop-2-enamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470105399,,1588677,242651810,46220502,780,31307887.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of tracer 178 binding to recombinant human GST-tagged DDR1 catalytic domain (440 to 876 residues) expressed in baculovirus expression system at 0.1 uM measured after 60 mins by Lanthascreen assay relative to control,Abemaciclib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470105400,,1588677,440188045,138911331,780,31307887.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of tracer 178 binding to recombinant human GST-tagged DDR1 catalytic domain (440 to 876 residues) expressed in baculovirus expression system at 0.1 uM measured after 60 mins by Lanthascreen assay relative to control,Chembl4545456,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470116628,,1590547,440199183,67972044,780,31138459.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system at 10 uM by Kinomescan method relative to control,Chembl4555459,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470117155,,1591024,440205153,138393376,780,31138459.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system at 1 uM by Kinomescan method relative to control,Chembl4564973,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470126099,,1592573,440109419,155510425,780,30798053.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Binding affinity to wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system assessed as residual binding level at 10 uM by Kinomescan method relative to control,"1-(6-Oxo-2,3,4,10b-tetrahydro-1H-pyrido[2,1-a]isoindol-10-yl)-3-[4-[1-[2-(1,2,3,4-tetrahydroacridin-9-ylamino)ethyl]triazol-4-yl]pyridin-2-yl]urea",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470199207,,1606150,440131035,146585662,780,32212730.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system at 1 uM by Kinomescan method relative to control,Chembl4455923,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470209930,,1608651,440120678,155517777,780,31382120.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of recombinant human DDR1 (492 to end residues) at 1 uM using KKKSPGEYVNIEFG as substrate incubated for 40 mins in presence of [gamma-33P]-ATP by scintillation counting method relative to control,"1-N'-[4-[[5-Fluoro-4-(7-fluoro-2-methyl-3-propan-2-ylbenzimidazol-5-yl)pyrimidin-2-yl]amino]phenyl]-1-N-(4-methylphenyl)cyclopropane-1,1-dicarboxamide",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470353911,,1625897,440195639,121231414,780,27219676.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of DDR1 phosphorylation in human primary lung fibroblasts after 24 hrs by Western blot analysis,Ddr-trk-1,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470353912,,1625897,440195639,121231414,780,27219676.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of DDR1 phosphorylation in human primary lung fibroblasts after 24 hrs by Western blot analysis,Ddr-trk-1,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470353913,,1625898,440195639,121231414,780,27219676.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of DDR1 in human primary lung fibroblasts assessed as decrease in p38 phosphorylation after 24 hrs by Western blot analysis,Ddr-trk-1,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470353914,,1625898,440195639,121231414,780,27219676.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of DDR1 in human primary lung fibroblasts assessed as decrease in p38 phosphorylation after 24 hrs by Western blot analysis,Ddr-trk-1,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470383574,,1629534,440121384,132520995,780,27545040.0,Literature-derived,20210302,0,0,Unspecified,Q08345,,,ChEMBL,Inhibition of partial length human DDR1 expressed in bacterial expression system assessed as activity remaining at 1 uM by kinome scan assay,Chembl4445808,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470525788,,1641595,312390293,66764813,780,,Other,20210302,0,0,Inactive,Q08345,,,ChEMBL,DDR1 Invitrogen selectivity data (BI),"2-[4-(3-{(R)-1-[4-(2-Amino-pyrimidin-5-yl)-phenyl]-1-cyclopropyl-ethyl}-[1,2,4]oxadiazol-5-yl)-pyrazol-1-yl]-N,N-dimethyl-acetamide",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470526925,,1642403,381885815,78319901,780,,Other,20210302,0,0,Inactive,Q08345,,,ChEMBL,DDR1 Kinase screen,"cis-2,6-Dimethyl-4-(6-(5-(1-methylcyclopropoxy)-1H-indazol-3-yl)pyrimidin-4-yl)morpholine",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
470541860,,1645081,440202233,155558608,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155558608,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541861,,1645081,440202897,155558842,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155558842,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541862,,1645081,440226684,155568238,780,,Confirmatory,20210302,0,0,Active,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155568238,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541863,,1645081,440112062,139030333,780,,Confirmatory,20210302,0,0,Unspecified,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,5-Azanyl-~{N}-[[4-(3-cyclohexylpropylcarbamoyl)phenyl]methyl]-1-phenyl-pyrazole-4-carboxamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541864,,1645081,440162068,138973681,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,BAY 293 Negative Control,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541865,,1645081,440217058,155564507,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155564507,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541866,,1645081,440208510,155561056,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155561056,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541867,,1645081,440207046,155560522,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155560522,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541868,,1645081,440168591,155545178,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155545178,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541869,,1645081,440156611,155540255,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155540255,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541870,,1645081,440218803,134817183,780,,Confirmatory,20210302,0,0,Unspecified,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Chembl4580220,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541871,,1645081,440179305,137479135,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Chembl4538591,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541872,,1645081,440175882,145925685,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Chembl4537673,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541873,,1645081,440178405,145925680,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"1-[4-(Hydroxymethyl)-1H-pyrazolo[4,3-c]pyridin-6-yl]-3-[(1R)-1-phenylethyl]urea",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541874,,1645081,381887626,137662140,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"5-[4-Methyl-2-[[3-(trifluoromethyl)phenyl]methyl]-1,3-thiazol-5-yl]pyridine-2-carboxamide",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541875,,1645081,440223918,140309892,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Chembl4585920,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541876,,1645081,440227260,155568465,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155568465,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541877,,1645081,440157481,155540682,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,N-[4-(3-Chlorophenoxy)-3-sulfamoylphenyl]-1-(2-chlorophenyl)cyclopropane-1-carboxamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541878,,1645081,440159052,155541355,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155541355,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541879,,1645081,440132040,154701643,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"[2-Amino-4-(trifluoromethoxy)phenyl]{4-[2-methyl-7-(4-methylpiperazin-1-yl)pyrido[3,2-d]pyrimidin-4-yl]piperidin-1-yl}methanone",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541880,,1645081,440164595,155543618,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155543618,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541881,,1645081,440179852,155549686,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155549686,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541882,,1645081,440198624,155557179,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155557179,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541883,,1645081,136938862,56850410,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,4-[[[5-(1H-Indol-5-yl)-1-methylpyrazole-3-carbonyl]amino]methyl]benzoic acid,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541884,,1645081,440201576,155558331,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155558331,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541885,,1645081,440174797,155547662,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155547662,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541886,,1645081,440180856,155550101,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155550101,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541887,,1645081,440170404,155545891,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155545891,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541888,,1645081,440190963,155554081,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155554081,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541889,,1645081,440192898,155554839,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155554839,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541890,,1645081,440186768,155552454,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155552454,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541891,,1645081,440165545,155544007,780,,Confirmatory,20210302,0,0,Active,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155544007,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541893,,1645081,440172743,155546818,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155546818,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541894,,1645081,440171401,155546287,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,N-[[4-(3-Cyclohexylpropylcarbamoyl)phenyl]methyl]-1-phenyl-5-(trifluoromethyl)pyrazole-4-carboxamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541895,,1645081,318390136,23728722,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"5-[(6r)-5-Ethanoyl-4-Methyl-2-Oxidanylidene-3-[3-(Trifluoromethyl)phenyl]-1,6-Dihydropyrimidin-6-Yl]pyridine-2-Carbonitrile",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541896,,1645081,440180707,155550034,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 155550034,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541897,,1645081,163339280,49821991,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"[2-(6-Chloropyridin-3-yl)-4-(2-methoxyethoxy)-7,8-dihydropyrido[4,3-d]pyrimidin-6(5H)-yl](imidazo[1,5-a]pyridin-1-yl)methanone",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541898,,1645081,440205039,118877194,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Chembl4564312,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541899,,1645081,381885815,78319901,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"cis-2,6-Dimethyl-4-(6-(5-(1-methylcyclopropoxy)-1H-indazol-3-yl)pyrimidin-4-yl)morpholine",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541900,,1645081,318386330,59472574,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,gamma-Secretase modulator 2,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541901,,1645081,136929043,45376872,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,4-[[[5-(2-Ethoxycarbonyl-1H-indol-5-yl)-1-methylpyrazole-3-carbonyl]amino]methyl]benzoic acid,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541902,,1645081,440132255,52916803,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CCR1 antagonist 8,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541904,,1645081,242510763,11524200,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,ROCK Inhibitor,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541905,,1645081,440162092,124125214,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Chembl4521594,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541906,,1645081,440217259,11364870,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Chembl4578164,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541907,,1645081,312359683,11525848,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,CID 11525848,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541908,,1645081,103478702,11386747,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,Naphthyridinone,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541909,,1645081,103333158,9915028,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,A-216546 Free base,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541910,,1645081,440156172,9837640,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"2-(Pyridin-2-yl)-4H-benzo[e][1,3]thiazin-4-one",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541911,,1645081,440165585,10278851,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,4-[(2R)-2-(4-Cyanophenyl)-2-hydroxy-2-(3-methylimidazol-4-yl)ethoxy]-3-[4-(trifluoromethoxy)phenyl]benzonitrile,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541912,,1645081,103277752,5025739,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,2-[(4-Pyridin-2-ylpiperazin-1-yl)methyl]-1H-benzimidazole,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541913,,1645081,134451810,42611190,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,4-((Piperindin-4-yl)-phenyl)-(7-(4-(trifluoromethyl)-phenyl)-2-naphthoic acid,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541914,,1645081,312372725,44543970,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"(R)-2-(4-((5-(Ethylsulfonyl)-1H-pyrrolo[2,3-c]pyridin-2-yl)methyl)-5,5,5-trifluoro-4-hydroxy-2-methylpentan-2-yl)-5-fluorobenzamide",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
470541915,,1645081,318456509,42641861,780,,Confirmatory,20210302,0,0,Inactive,Q08345,% Control,=,ChEMBL,KinomeScan assay: inhibition of DDR1,"(1E,3E)-1-(4-Fluorophenyl)-2-methyl-1-penten-3-one oxime",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
